Rank,Country,Region,Documents,Citable documents,Citations,Self-citations,Citations per document,H index
1,United States,Northern America,3092,3019,189750,0,61.37,612
2,China,Asiatic Region,1486,1477,31034,0,20.88,357
3,Japan,Asiatic Region,1095,1075,20552,0,18.77,200
4,United Kingdom,Western Europe,911,874,36543,0,40.11,334
5,France,Western Europe,634,623,12584,0,19.85,235
6,Italy,Western Europe,555,543,16063,0,28.94,205
7,Germany,Western Europe,539,529,32592,0,60.47,264
8,Canada,Northern America,487,472,23554,0,48.37,263
9,Spain,Western Europe,413,403,13039,0,31.57,223
10,Taiwan,Asiatic Region,411,402,12771,0,31.07,199
11,South Korea,Asiatic Region,354,345,8335,0,23.55,169
12,Hong Kong,Asiatic Region,349,341,13026,0,37.32,208
13,Australia,Pacific Region,340,332,12613,0,37.1,231
14,Netherlands,Western Europe,220,217,11765,0,53.48,190
15,Singapore,Asiatic Region,206,202,9798,0,47.56,210
16,Brazil,Latin America,165,162,3751,0,22.73,132
17,Switzerland,Western Europe,159,155,9683,0,60.9,193
18,India,Asiatic Region,157,154,4270,0,27.2,186
19,Belgium,Western Europe,131,126,4989,0,38.08,156
20,Israel,Middle East,129,125,8811,0,68.3,176
21,Sweden,Western Europe,122,119,3693,0,30.27,116
22,Greece,Western Europe,112,106,4273,0,38.15,129
23,Finland,Western Europe,111,110,4284,0,38.59,142
24,Portugal,Western Europe,104,102,2888,0,27.77,116
25,Austria,Western Europe,102,102,3983,0,39.05,112
26,Romania,Eastern Europe,100,100,680,0,6.8,70
27,Turkey,Middle East,94,92,4562,0,48.53,172
28,Mexico,Latin America,85,85,2165,0,25.47,106
29,Poland,Eastern Europe,80,80,2635,0,32.94,120
30,Czech Republic,Eastern Europe,73,72,983,0,13.47,99
31,Iran,Middle East,71,70,930,0,13.1,137
32,Ukraine,Eastern Europe,58,58,188,0,3.24,35
33,Russian Federation,Eastern Europe,56,55,438,0,7.82,69
34,Denmark,Western Europe,54,51,1024,0,18.96,92
35,Ireland,Western Europe,51,51,766,0,15.02,87
36,New Zealand,Pacific Region,50,48,1699,0,33.98,95
